Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration in min,No of Stops,Days,Payment for extra baggage
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:00,21:20,13h 20m,1 stop,No info,13817,800,1,Friday,No
SpiceJet,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,5975,295,1,Saturday,No
IndiGo,21/03/2019,Kolkata,Banglore,CCU ? BLR,21:25,3/22/2019 0:05,2h 40m,non-stop,No info,4148,160,0,Sunday,No
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13587,570,1,Monday,No
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,3:05,4:25,1h 20m,non-stop,In-flight meal not included,2759,80,0,Tuesday,No
Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229,180,0,Wednesday,No
Air India,9/5/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,7:05,5/10/2019 7:40,24h 35m,2 stops,No info,13547,1475,2,Thursday,No
SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No info,3873,155,0,Friday,No
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,5/22/2019 4:40,12h 10m,1 stop,No info,14388,730,1,Saturday,No
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,5/25/2019 10:05,15h 10m,1 stop,No info,13731,910,1,Sunday,No
SpiceJet,27/03/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:35,2h 40m,non-stop,No check-in baggage included,3815,160,0,Monday,No
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,No info,5678,90,0,Tuesday,No
Jet Airways,9/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,5/10/2019 9:20,24h 55m,1 stop,In-flight meal not included,9663,1495,1,Wednesday,No
GoAir,21/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,5/22/2019 0:15,7h 35m,1 stop,No info,8855,455,1,Thursday,No
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,5/10/2019 4:25,18h 45m,2 stops,No info,15129,1125,2,Friday,No
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,23:00,6h 5m,1 stop,No info,13555,365,1,Saturday,No
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,5/22/2019 8:15,11h 5m,1 stop,In-flight meal not included,10844,665,1,Sunday,No
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,21:20,9h 40m,1 stop,In-flight meal not included,7832,580,1,Monday,No
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,6/28/2019 12:35,13h 30m,2 stops,In-flight meal not included,11150,810,2,Tuesday,No
Vistara,9/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/10/2019 10:45,14h 25m,1 stop,No info,8452,865,1,Wednesday,No
Multiple carriers,9/6/2019,Delhi,Cochin,DEL ? HYD ? COK,9:45,16:10,6h 25m,1 stop,No info,9646,385,1,Thursday,No
IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943,170,0,Friday,No
GoAir,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:00,12:55,5h 55m,1 stop,No info,5281,355,1,Saturday,No
Air India,1/6/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,6/2/2019 7:40,14h 25m,2 stops,No info,14667,865,2,Sunday,No
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,5/25/2019 9:20,13h 20m,1 stop,No info,14571,800,1,Monday,No
Jet Airways,1/3/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,5:50,12:20,6h 30m,1 stop,Business class,28097,390,1,Tuesday,No
Jet Airways,6/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,3/7/2019 19:10,22h 35m,1 stop,No info,17471,1355,1,Wednesday,No
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,In-flight meal not included,10577,660,1,Thursday,No
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14848,465,1,Friday,No
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,23:30,4/16/2019 2:20,2h 50m,non-stop,No info,4591,170,0,Saturday,No
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597,140,0,Sunday,No
IndiGo,27/05/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6938,380,1,Monday,No
Air Asia,24/06/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,3807,150,0,Tuesday,No
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:00,10h,1 stop,In-flight meal not included,10262,600,1,Wednesday,No
Air India,9/5/2019,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,8:20,20:25,12h 5m,2 stops,No info,11432,725,2,Thursday,No
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? DEL,19:55,22:35,2h 40m,non-stop,No info,7229,160,0,Friday,No
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14848,465,1,Saturday,No
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,23:35,17h 5m,1 stop,In-flight meal not included,8586,1025,1,Sunday,No
Multiple carriers,9/4/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,6106,520,1,Monday,No
SpiceJet,3/5/2019,Kolkata,Banglore,CCU ? BLR,22:20,5/4/2019 0:40,2h 20m,non-stop,No info,3873,140,0,Tuesday,No
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812,440,2,Wednesday,No
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/25/2019 14:25,18h,1 stop,No info,12121,1080,1,Thursday,No
Jet Airways,12/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,19:50,13h 20m,1 stop,In-flight meal not included,8586,800,1,Friday,No
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,7354,705,1,Saturday,No
IndiGo,6/3/2019,Kolkata,Banglore,CCU ? BLR,21:25,3/7/2019 0:05,2h 40m,non-stop,No info,4778,160,0,Sunday,No
IndiGo,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,8:30,21:00,12h 30m,1 stop,No info,6838,750,1,Monday,No
Multiple carriers,6/3/2019,Delhi,Cochin,DEL ? HYD ? COK,9:45,22:20,12h 35m,1 stop,No info,10276,755,1,Tuesday,No
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,No info,8016,180,0,Wednesday,No
Air India,21/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,8:15,18:30,10h 15m,1 stop,No info,4943,615,1,Thursday,No
IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,8:30,11:20,2h 50m,non-stop,No info,4823,170,0,Friday,No
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,16:20,7h 55m,1 stop,No info,12996,475,1,Saturday,No
Air India,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:15,10h 15m,1 stop,No info,9929,615,1,Sunday,No
Multiple carriers,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,6/4/2019 1:30,15h 30m,1 stop,No info,9508,930,1,Monday,No
Air India,21/03/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,5674,185,0,Tuesday,No
IndiGo,18/06/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858,145,0,Wednesday,No
IndiGo,24/05/2019,Kolkata,Banglore,CCU ? BLR,22:15,5/25/2019 0:50,2h 35m,non-stop,No info,4804,155,0,Thursday,No
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,5/28/2019 1:30,11h 30m,1 stop,No info,13377,690,1,Friday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,5/28/2019 4:25,13h 25m,1 stop,In-flight meal not included,12898,805,1,Saturday,No
Air Asia,1/6/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409,155,0,Sunday,No
Air Asia,1/6/2019,Delhi,Cochin,DEL ? BLR ? COK,7:55,22:25,14h 30m,1 stop,No info,8759,870,1,Monday,No
Air India,3/3/2019,Banglore,New Delhi,BLR ? AMD ? DEL,0:30,23:55,23h 25m,1 stop,No info,10394,1405,1,Tuesday,No
IndiGo,18/03/2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858,145,0,Wednesday,No
Air Asia,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,7:55,13:25,5h 30m,1 stop,No info,6253,330,1,Thursday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,5/28/2019 12:35,17h 25m,2 stops,No info,15129,1045,2,Friday,No
GoAir,24/03/2019,Kolkata,Banglore,CCU ? HYD ? BLR,6:35,14:25,7h 50m,1 stop,No info,4773,470,1,Saturday,No
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,5/22/2019 9:20,26h 50m,1 stop,In-flight meal not included,9663,1610,1,Sunday,No
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,6/13/2019 9:45,16h 45m,1 stop,No info,12692,1005,1,Monday,No
IndiGo,6/6/2019,Banglore,Delhi,BLR ? DEL,1:30,4:15,2h 45m,non-stop,No info,3943,165,0,Tuesday,No
Jet Airways,12/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,5/13/2019 21:05,28h 5m,1 stop,In-flight meal not included,10703,1685,1,Wednesday,No
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,6:40,21:00,14h 20m,1 stop,No info,8784,860,1,Thursday,No
Multiple carriers,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:15,19:00,9h 45m,1 stop,No info,11622,585,1,Friday,No
IndiGo,24/05/2019,Chennai,Kolkata,MAA ? CCU,22:05,5/25/2019 0:25,2h 20m,non-stop,No info,5277,140,0,Saturday,No
Air Asia,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,5/22/2019 7:10,14h 25m,1 stop,No info,8327,865,1,Sunday,No
IndiGo,9/3/2019,Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,non-stop,No info,6885,195,0,Monday,No
Jet Airways,12/6/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,8016,180,0,Tuesday,No
IndiGo,1/6/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,6/2/2019 4:35,5h 5m,1 stop,No info,10112,305,1,Wednesday,No
IndiGo,6/3/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,3/7/2019 1:35,8h 5m,1 stop,No info,14871,485,1,Thursday,No
Jet Airways,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:00,10h,1 stop,In-flight meal not included,10262,600,1,Friday,No
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2470,90,0,Saturday,No
Air India,9/3/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,3/10/2019 9:25,20h 10m,2 stops,No info,11622,1210,2,Sunday,No
Vistara,6/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/7/2019 10:45,14h 25m,1 stop,No info,8662,865,1,Monday,No
Air India,24/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,6/25/2019 19:15,26h,2 stops,No info,11972,1560,2,Tuesday,No
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,9:25,6/7/2019 4:25,19h,2 stops,In-flight meal not included,11992,1140,2,Wednesday,No
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,5/19/2019 4:25,18h 25m,1 stop,In-flight meal not included,12373,1105,1,Thursday,No
Multiple carriers,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,6/2/2019 1:30,15h 30m,1 stop,No info,7198,930,1,Friday,No
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,7:05,12:35,5h 30m,1 stop,No info,14714,330,1,Saturday,No
IndiGo,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,6/10/2019 1:30,9h 30m,1 stop,No info,6316,570,1,Sunday,No
Air India,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,17:40,3/28/2019 8:15,14h 35m,1 stop,No info,5998,875,1,Monday,No
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,6/13/2019 16:20,21h 25m,1 stop,No info,13044,1285,1,Tuesday,No
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? HYD ? COK,13:05,22:30,9h 25m,1 stop,No info,9646,565,1,Wednesday,No
Air Asia,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,6/28/2019 7:10,14h 25m,1 stop,No info,6451,865,1,Thursday,No
GoAir,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,7:00,12:55,5h 55m,1 stop,No info,5281,355,1,Friday,No
Jet Airways,1/5/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228,90,0,Saturday,No
IndiGo,1/6/2019,Banglore,Delhi,BLR ? DEL,6:05,8:50,2h 45m,non-stop,No info,3943,165,0,Sunday,No
Air India,15/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,6/16/2019 7:40,20h 45m,2 stops,No info,11753,1245,2,Monday,No
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,6/25/2019 12:35,13h 30m,2 stops,No info,12819,810,2,Tuesday,No
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? MAA ? BOM ? COK,13:55,3/22/2019 18:50,28h 55m,2 stops,In-flight meal not included,8728,1735,2,Wednesday,No
SpiceJet,9/5/2019,Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No info,4812,270,1,Thursday,No
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,5/2/2019 22:05,29h 5m,1 stop,No info,14151,1745,1,Friday,No
Vistara,1/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/2/2019 9:05,12h 45m,1 stop,No info,8452,765,1,Saturday,No
IndiGo,24/03/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:10,20:15,5h 5m,1 stop,No info,6762,305,1,Sunday,No
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,3/13/2019 13:15,18h 20m,1 stop,No info,13817,1100,1,Monday,No
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,5/22/2019 12:35,22h 35m,1 stop,In-flight meal not included,12898,1355,1,Tuesday,No
IndiGo,6/4/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3480,265,1,Wednesday,No
Jet Airways,1/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,21:20,9h 40m,1 stop,1 Long layover,27992,580,1,Thursday,No
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,3/22/2019 4:25,10h,2 stops,In-flight meal not included,7791,600,2,Friday,No
Air India,21/03/2019,Delhi,Cochin,DEL ? BLR ? COK,6:10,23:00,16h 50m,1 stop,No info,5704,1010,1,Saturday,No
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,16:35,22:15,5h 40m,1 stop,No info,5268,340,1,Sunday,No
GoAir,6/6/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,3898,170,0,Monday,No
SpiceJet,15/03/2019,Kolkata,Banglore,CCU ? BLR,9:00,11:30,2h 30m,non-stop,No info,3847,150,0,Tuesday,No
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,19:00,11h 30m,1 stop,No info,10877,690,1,Wednesday,No
Multiple carriers,9/4/2019,Delhi,Cochin,DEL ? BOM ? COK,8:45,19:15,10h 30m,1 stop,No info,8371,630,1,Thursday,No
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? HYD ? COK,7:10,22:30,15h 20m,1 stop,No info,7038,920,1,Friday,No
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,16:20,9h 50m,1 stop,No info,14571,590,1,Saturday,No
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,6/10/2019 9:20,13h 20m,1 stop,In-flight meal not included,11841,800,1,Sunday,No
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,5/19/2019 12:35,23h 10m,2 stops,No info,15129,1390,2,Monday,No
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,6/16/2019 0:40,2h 20m,non-stop,No check-in baggage included,3841,140,0,Tuesday,No
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,6/25/2019 12:35,25h 5m,1 stop,In-flight meal not included,10262,1505,1,Wednesday,No
Air India,6/4/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4460,155,0,Thursday,No
IndiGo,3/3/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,7648,175,0,Friday,No
Vistara,6/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:10,20:20,13h 10m,1 stop,No info,8610,790,1,Saturday,No
IndiGo,18/06/2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597,140,0,Sunday,No
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,7:35,16:10,8h 35m,1 stop,No info,6442,515,1,Monday,No
IndiGo,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,6:40,21:00,14h 20m,1 stop,No info,12351,860,1,Tuesday,No
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,5/22/2019 1:30,8h,1 stop,No info,14067,480,1,Wednesday,No
IndiGo,15/05/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823,170,0,Thursday,No
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,3/25/2019 22:10,29h 10m,1 stop,No info,12102,1750,1,Friday,No
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,non-stop,No info,8040,85,0,Saturday,No
IndiGo,3/3/2019,Banglore,New Delhi,BLR ? DEL,10:05,13:00,2h 55m,non-stop,No info,7648,175,0,Sunday,No
IndiGo,9/5/2019,Delhi,Cochin,DEL ? MAA ? COK,2:00,7:25,5h 25m,1 stop,No info,6582,325,1,Monday,No
Vistara,12/6/2019,Banglore,Delhi,BLR ? DEL,11:30,14:20,2h 50m,non-stop,No info,4668,170,0,Tuesday,No
IndiGo,1/4/2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823,170,0,Wednesday,No
SpiceJet,1/5/2019,Kolkata,Banglore,CCU ? BLR,22:20,5/2/2019 0:40,2h 20m,non-stop,No info,3873,140,0,Thursday,No
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,8476,535,1,Friday,No
IndiGo,27/05/2019,Delhi,Cochin,DEL ? MAA ? COK,7:15,12:30,5h 15m,1 stop,No info,5636,315,1,Saturday,No
Jet Airways,12/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,8586,685,1,Sunday,No
IndiGo,6/6/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823,175,0,Monday,No
Air India,6/3/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,6881,170,0,Tuesday,No
Jet Airways,9/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844,510,1,Wednesday,No
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BBI ? BLR,19:35,23:15,3h 40m,1 stop,No info,4226,220,1,Thursday,No
Jet Airways,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,5/10/2019 19:00,23h 45m,1 stop,In-flight meal not included,12373,1425,1,Friday,No
Air India,6/6/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,8:20,21:50,13h 30m,2 stops,No info,10697,810,2,Saturday,No
Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,90,0,Sunday,No
Air India,24/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,6/25/2019 19:15,26h 35m,2 stops,No info,9443,1595,2,Monday,No
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,5/19/2019 4:25,22h 55m,2 stops,In-flight meal not included,13029,1375,2,Tuesday,No
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,3/23/2019 4:25,34h,2 stops,No info,12347,2040,2,Wednesday,No
Multiple carriers,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408,480,1,Thursday,No
Jet Airways,1/4/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,4/2/2019 9:20,14h 25m,1 stop,In-flight meal not included,7064,865,1,Friday,No
Jet Airways,6/3/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,3/7/2019 4:25,15h 25m,1 stop,In-flight meal not included,13843,925,1,Saturday,No
IndiGo,12/4/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4174,155,0,Sunday,No
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? GWL ? IDR ? BOM ? COK,11:35,21:00,9h 25m,3 stops,No info,16294,565,1,Monday,No
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841,155,0,Tuesday,No
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,4:00,6:50,2h 50m,non-stop,No info,4423,170,0,Wednesday,No
Air India,12/6/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,5201,170,0,Thursday,No
Air India,3/3/2019,Banglore,New Delhi,BLR ? BOM ? IDR ? DEL,6:45,3/7/2019 11:10,28h 25m,2 stops,No info,12599,1705,2,Friday,No
IndiGo,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4049,90,0,Saturday,No
Air India,24/05/2019,Kolkata,Banglore,CCU ? BOM ? TRV ? BLR,9:25,5/25/2019 10:30,25h 5m,2 stops,No info,12797,1505,2,Sunday,No
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,5/25/2019 10:55,14h 30m,1 stop,No info,13067,870,1,Monday,No
Vistara,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,5/25/2019 18:50,22h 30m,1 stop,No info,9345,1350,1,Tuesday,No
IndiGo,21/05/2019,Delhi,Cochin,DEL ? HYD ? COK,5:05,12:10,7h 5m,1 stop,No info,6818,425,1,Wednesday,No
Jet Airways,3/5/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040,90,0,Thursday,No
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,18:20,6/13/2019 12:35,18h 15m,2 stops,No info,14300,1095,2,Friday,No
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,5/16/2019 1:30,7h 15m,1 stop,No info,13727,435,1,Saturday,No
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,3/19/2019 10:25,17h 30m,1 stop,In-flight meal not included,7832,1050,1,Sunday,No
Multiple carriers,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,4:00,12:55,8h 55m,1 stop,No info,16259,535,1,Monday,No
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,8:30,11:20,2h 50m,non-stop,No info,4823,170,0,Tuesday,No
Jet Airways,6/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,3/7/2019 8:15,20h 35m,1 stop,No info,16736,1235,1,Wednesday,No
Air India,6/6/2019,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,9:25,6/7/2019 5:25,20h,2 stops,No info,13217,1200,2,Thursday,No
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,6637,490,1,Friday,No
Jet Airways,9/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,6/10/2019 12:00,17h 5m,1 stop,In-flight meal not included,10844,1025,1,Saturday,No
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,In-flight meal not included,8401,555,1,Sunday,No
SpiceJet,12/4/2019,Kolkata,Banglore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No info,3873,145,0,Monday,No
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,6/25/2019 4:25,8h 25m,2 stops,In-flight meal not included,12410,505,2,Tuesday,No
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,5/19/2019 12:35,13h 30m,2 stops,No info,15129,810,2,Wednesday,No
IndiGo,1/5/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,4423,170,0,Thursday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,No info,16079,360,1,Friday,No
Air India,6/6/2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,6/7/2019 8:55,18h 25m,2 stops,No info,15894,1105,2,Saturday,No
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,4:55,19:00,14h 5m,1 stop,No info,9103,845,1,Sunday,No
Air India,12/6/2019,Delhi,Cochin,DEL ? BLR ? COK,9:45,6/13/2019 8:15,22h 30m,1 stop,No info,8991,1350,1,Monday,No
Air India,1/4/2019,Kolkata,Banglore,CCU ? BOM ? HBX ? BLR,16:50,4/2/2019 18:20,25h 30m,2 stops,No info,7893,1530,2,Tuesday,No
